date,open,high,low,close,volume
2024-10-03 09:15:00,1961.0,1970.05,1946.6,1950.05,34167
2024-10-03 09:16:00,1947.2,1958.5,1947.2,1955.35,19905
2024-10-03 09:17:00,1955.35,1961.0,1955.25,1958.3,7991
2024-10-03 09:18:00,1958.8,1960.8,1955.0,1955.45,6120
2024-10-03 09:19:00,1956.35,1959.85,1955.05,1957.9,7139
2024-10-03 09:20:00,1956.95,1959.85,1954.2,1954.2,7435
2024-10-03 09:21:00,1954.7,1955.5,1950.1,1951.3,8581
2024-10-03 09:22:00,1950.4,1955.6,1948.95,1954.35,5859
2024-10-03 09:23:00,1953.85,1957.95,1953.75,1955.1,4257
2024-10-03 09:24:00,1955.1,1957.15,1953.0,1953.85,4306
2024-10-03 09:25:00,1953.25,1955.6,1952.75,1954.15,3806
2024-10-03 09:26:00,1954.15,1956.5,1954.05,1956.0,822
2024-10-03 09:27:00,1956.55,1964.9,1956.5,1964.3,7018
2024-10-03 09:28:00,1964.0,1964.95,1961.5,1962.5,5344
2024-10-03 09:29:00,1962.15,1964.75,1960.3,1960.3,5087
2024-10-03 09:30:00,1961.4,1961.4,1959.1,1959.1,2433
2024-10-03 09:31:00,1959.0,1961.75,1958.6,1961.3,3174
2024-10-03 09:32:00,1961.3,1962.4,1960.25,1961.95,2619
2024-10-03 09:33:00,1962.2,1966.5,1962.2,1964.85,6917
2024-10-03 09:34:00,1964.8,1964.8,1956.0,1957.0,3436
2024-10-03 09:35:00,1956.75,1961.75,1956.25,1961.75,4098
2024-10-03 09:36:00,1962.4,1963.5,1959.2,1959.6,1847
2024-10-03 09:37:00,1959.0,1960.0,1957.2,1958.5,3906
2024-10-03 09:38:00,1957.65,1959.65,1957.5,1958.6,1496
2024-10-03 09:39:00,1958.4,1960.8,1957.7,1959.2,1472
2024-10-03 09:40:00,1960.0,1964.25,1959.25,1961.55,2603
2024-10-03 09:41:00,1961.55,1963.35,1960.75,1962.65,1247
2024-10-03 09:42:00,1963.7,1963.7,1960.0,1960.05,2620
2024-10-03 09:43:00,1960.25,1962.65,1960.0,1961.15,1651
2024-10-03 09:44:00,1961.15,1963.25,1960.3,1961.4,1099
2024-10-03 09:45:00,1961.4,1963.65,1961.15,1963.65,1184
2024-10-03 09:46:00,1963.35,1963.65,1961.95,1962.45,1888
2024-10-03 09:47:00,1962.6,1963.8,1962.2,1963.0,1535
2024-10-03 09:48:00,1963.25,1963.45,1958.05,1960.0,2598
2024-10-03 09:49:00,1960.0,1960.0,1956.05,1958.0,5863
2024-10-03 09:50:00,1958.0,1959.4,1956.05,1958.0,3457
2024-10-03 09:51:00,1958.95,1960.0,1958.25,1959.5,4133
2024-10-03 09:52:00,1959.5,1959.95,1958.2,1959.25,1205
2024-10-03 09:53:00,1958.7,1959.4,1957.2,1957.6,2022
2024-10-03 09:54:00,1957.6,1958.0,1953.0,1954.85,4269
2024-10-03 09:55:00,1954.85,1957.6,1954.05,1957.25,1598
2024-10-03 09:56:00,1957.25,1958.95,1956.15,1958.0,2366
2024-10-03 09:57:00,1958.0,1958.85,1955.1,1955.8,2272
2024-10-03 09:58:00,1955.45,1955.8,1953.0,1953.75,6004
2024-10-03 09:59:00,1953.35,1954.0,1951.3,1951.6,6321
2024-10-03 10:00:00,1951.55,1952.65,1951.1,1951.7,2715
2024-10-03 10:01:00,1951.45,1951.45,1948.8,1949.25,10897
2024-10-03 10:02:00,1950.0,1950.6,1948.65,1949.8,3549
2024-10-03 10:03:00,1949.1,1951.15,1949.1,1950.0,1911
2024-10-03 10:04:00,1950.0,1952.2,1949.15,1951.6,2661
2024-10-03 10:05:00,1953.3,1954.25,1951.7,1952.6,3115
2024-10-03 10:06:00,1952.75,1954.7,1951.5,1951.5,1982
2024-10-03 10:07:00,1951.5,1952.3,1950.35,1951.2,1001
2024-10-03 10:08:00,1951.2,1951.9,1950.35,1951.9,1561
2024-10-03 10:09:00,1952.1,1952.15,1950.05,1950.05,1917
2024-10-03 10:10:00,1950.05,1950.95,1947.75,1947.9,4759
2024-10-03 10:11:00,1947.65,1949.9,1947.3,1948.3,4601
2024-10-03 10:12:00,1948.3,1949.95,1948.0,1948.75,2924
2024-10-03 10:13:00,1948.75,1949.0,1947.1,1947.5,3943
2024-10-03 10:14:00,1947.55,1947.55,1945.0,1945.5,6157
2024-10-03 10:15:00,1945.5,1946.65,1944.0,1945.8,5394
2024-10-03 10:16:00,1945.8,1947.65,1945.0,1947.65,1986
2024-10-03 10:17:00,1947.65,1948.7,1945.6,1945.75,1649
2024-10-03 10:18:00,1945.75,1946.0,1942.05,1944.85,13356
2024-10-03 10:19:00,1944.85,1946.15,1944.0,1945.5,1820
2024-10-03 10:20:00,1945.5,1945.5,1943.65,1944.35,1901
2024-10-03 10:21:00,1944.45,1945.5,1944.35,1944.65,2398
2024-10-03 10:22:00,1944.7,1948.95,1944.55,1947.75,6741
2024-10-03 10:23:00,1948.55,1949.8,1946.65,1949.7,2816
2024-10-03 10:24:00,1949.9,1950.0,1948.35,1949.15,3687
2024-10-03 10:25:00,1949.15,1949.95,1947.15,1948.45,2878
2024-10-03 10:26:00,1949.0,1950.0,1949.0,1949.95,4397
2024-10-03 10:27:00,1949.95,1949.95,1949.0,1949.05,657
2024-10-03 10:28:00,1949.05,1949.35,1948.1,1948.95,627
2024-10-03 10:29:00,1948.95,1949.6,1948.05,1948.45,1414
2024-10-03 10:30:00,1948.45,1949.65,1948.1,1949.35,1180
2024-10-03 10:31:00,1949.4,1949.8,1948.25,1949.7,1441
2024-10-03 10:32:00,1948.75,1950.0,1948.45,1948.75,1049
2024-10-03 10:33:00,1948.05,1949.8,1947.6,1948.65,2424
2024-10-03 10:34:00,1948.65,1948.65,1947.05,1948.35,552
2024-10-03 10:35:00,1948.35,1948.35,1945.95,1945.95,587
2024-10-03 10:36:00,1945.95,1946.35,1945.1,1945.5,1937
2024-10-03 10:37:00,1945.5,1945.7,1944.1,1944.25,1310
2024-10-03 10:38:00,1944.15,1945.85,1944.05,1945.85,1870
2024-10-03 10:39:00,1945.85,1945.85,1943.9,1944.75,772
2024-10-03 10:40:00,1944.95,1944.95,1941.2,1941.3,8108
2024-10-03 10:41:00,1941.15,1943.35,1940.0,1940.45,3647
2024-10-03 10:42:00,1940.0,1943.1,1940.0,1942.5,2220
2024-10-03 10:43:00,1942.5,1943.75,1941.6,1943.05,1504
2024-10-03 10:44:00,1943.1,1943.1,1940.55,1940.55,1574
2024-10-03 10:45:00,1940.55,1942.3,1940.5,1941.7,1366
2024-10-03 10:46:00,1941.7,1942.4,1941.7,1942.35,2747
2024-10-03 10:47:00,1942.6,1942.7,1941.15,1941.85,2016
2024-10-03 10:48:00,1941.85,1942.7,1941.2,1941.9,1226
2024-10-03 10:49:00,1941.9,1943.0,1941.0,1943.0,2243
2024-10-03 10:50:00,1943.0,1943.0,1941.45,1942.45,666
2024-10-03 10:51:00,1942.5,1945.0,1942.45,1944.1,1114
2024-10-03 10:52:00,1944.1,1944.75,1942.0,1942.1,941
2024-10-03 10:53:00,1942.1,1942.15,1940.85,1941.65,438
2024-10-03 10:54:00,1941.65,1942.0,1941.25,1941.25,916
2024-10-03 10:55:00,1941.25,1942.0,1941.25,1941.6,570
2024-10-03 10:56:00,1941.6,1941.65,1941.3,1941.6,660
2024-10-03 10:57:00,1941.6,1941.6,1941.25,1941.25,674
2024-10-03 10:58:00,1941.25,1941.6,1941.25,1941.55,882
2024-10-03 10:59:00,1941.55,1941.55,1938.25,1938.8,3581
2024-10-03 11:00:00,1938.8,1939.0,1936.2,1937.7,6365
2024-10-03 11:01:00,1937.7,1937.7,1936.0,1937.15,1574
